CSP,Leg 1,Leg 2,Leg 3,Leg 4,Leg 5
AWS,19.201,48.793000000000006,688.593,92.42599999999999,82.359
AWS,17.102,41.725,793.052,103.093,150.13000000000002
AWS,20.241,50.906,708.4430000000001,79.232,82.71000000000001
AWS,19.232,42.247,695.7489999999999,99.838,84.54100000000001
AWS,29.572000000000003,50.016999999999996,783.843,80.563,83.90899999999999
AWS,21.872,52.057,707.878,82.62700000000001,111.231
AWS,21.4,59.974,709.4209999999999,88.449,83.172
AWS,21.663999999999998,53.809000000000005,731.794,97.91999999999999,517.208
AWS,20.436,57.931999999999995,678.187,98.58,91.59299999999999
AWS,17.217,507.68500000000006,711.835,81.27199999999999,69.993
AWS,15.777,97.46499999999999,679.813,198.89000000000001,110.182
AWS,20.467,53.441,693.0500000000001,85.448,99.631
AWS,20.330000000000002,48.108,710.3549999999999,217.50300000000001,86.559
AWS,24.447,43.43000000000001,696.259,71.524,103.783
AWS,20.069,39.424,719.372,73.967,96.853
AWS,17.927,45.105,707.569,69.52600000000001,88.12100000000001
AWS,20.622,43.919,694.279,132.968,90.835
AWS,20.596,46.489000000000004,684.531,76.57600000000001,146.87900000000002
AWS,20.2,43.745,717.719,94.74000000000001,127.75500000000001
AWS,25.821,44.202999999999996,686.399,83.809,81.72
AWS,19.168,43.426,704.1690000000001,88.265,91.491
AWS,35.969,47.449,686.577,73.782,88.32900000000001
AWS,23.953,55.661,718.7750000000001,78.833,77.404
AWS,27.691,48.002,682.2009999999999,106.167,124.59
AWS,20.323999999999998,48.168,767.364,70.185,93.642
AWS,20.977,43.793,691.689,139.991,621.7700000000001
AWS,25.654,52.184000000000005,710.305,76.872,89.955
AWS,33.728,49.035000000000004,697.374,83.354,85.167
AWS,20.712,44.17,685.923,102.02,89.958
AWS,21.95,46.601,699.438,73.637,100.895
AWS,18.388,54.986,689.899,99.872,136.595
AWS,20.97,48.568,681.006,83.325,86.98500000000001
AWS,22.616,85.33,691.615,106.159,538.455
AWS,17.712,44.464,709.628,89.166,102.845
AWS,19.95,500.90500000000003,697.526,81.599,77.819
AWS,26.148999999999997,43.558,706.271,79.814,76.445
AWS,22.589000000000002,60.071,715.462,110.149,87.30499999999999
AWS,27.774,48.629,683.288,74.05399999999999,83.846
AWS,19.914,47.149,686.0690000000001,85.565,71.882
AWS,23.269000000000002,856.672,705.583,81.285,104.738
AWS,25.773999999999997,52.977999999999994,695.526,144.837,83.687
AWS,34.467,704.63,710.244,73.96,88.97800000000001
AWS,24.388,88.577,797.2669999999999,153.847,171.83200000000002
AWS,27.934,50.903999999999996,705.361,78.92699999999999,92.512
AWS,23.192999999999998,41.891999999999996,718.431,83.721,546.136
AWS,25.085,44.927,688.031,81.848,99.245
AWS,20.322,61.06,693.6099999999999,92.976,72.784
AWS,20.087,48.550999999999995,693.776,103.15199999999999,81.91199999999999
AWS,21.858,40.408,683.099,83.788,83.56099999999999
AWS,25.942,43.317,669.295,82.106,94.658
AWS,37.756,44.352000000000004,683.899,99.354,85.387
AWS,24.323,43.079,680.754,97.213,80.37700000000001
AWS,20.639999999999997,44.67,714.934,179.875,104.724
AWS,20.564,48.95,813.314,96.06,122.372
AWS,20.223000000000003,42.946,688.359,89.95400000000001,77.28599999999999
AWS,21.142999999999997,44.263,708.519,93.983,73.878
AWS,22.528,43.221000000000004,733.235,72.833,111.535
AWS,22.705,54.955,659.169,98.553,84.53399999999999
AWS,31.286,67.017,710.803,100.09899999999999,86.18900000000001
AWS,29.541,40.961999999999996,687.97,78.878,85.273
AWS,20.488,47.856,693.2270000000001,93.944,85.31400000000001
AWS,23.266,47.025999999999996,682.433,80.773,72.881
AWS,21.731,72.019,686.9159999999999,116.861,71.04
AWS,20.162,42.342,691.43,84.851,108.337
AWS,23.282,43.42,693.5649999999999,77.479,84.12
AWS,34.571999999999996,45.117,710.0079999999999,94.761,104.063
AWS,18.796,56.233,790.8570000000001,89.489,115.216
AWS,20.741,50.217,671.213,117.958,90.017
AWS,34.165,45.277,699.7339999999999,81.188,116.411
AWS,22.699,44.687999999999995,694.4449999999999,294.901,121.334
AWS,18.108,45.400999999999996,714.129,85.21,82.077
AWS,22.108,45.11,688.942,79.5,84.52900000000001
AWS,18.835,44.376,701.986,121.05000000000001,87.06899999999999
AWS,20.116,42.569,694.039,86.84,126.692
AWS,19.855,56.383,693.3190000000001,112.414,101.87100000000001
AWS,17.737,58.21,677.259,85.268,89.41
AWS,22.321,43.022999999999996,693.353,85.048,88.822
AWS,20.148,47.643,688.8349999999999,77.739,80.289
AWS,20.192,46.788000000000004,679.1089999999999,85.342,89.474
AWS,23.163,48.169,717.465,95.16199999999999,95.261
AWS,19.347,47.339,706.232,69.52,85.305
AWS,20.632,47.156000000000006,687.746,127.47900000000001,116.78399999999999
AWS,20.156,46.623,676.869,83.812,107.321
AWS,31.366,42.903,709.087,146.82899999999998,68.60900000000001
AWS,22.586,58.922000000000004,704.2620000000001,80.639,118.306
AWS,21.25,120.04299999999999,695.233,93.269,85.122
AWS,18.349,44.785,710.511,79.766,81.199
AWS,20.066,54.598,691.626,101.297,96.403
AWS,20.441999999999997,42.51,694.2420000000001,78.027,83.528
AWS,35.164,41.938,708.7679999999999,94.143,136.322
AWS,26.256999999999998,54.394999999999996,721.206,147.937,85.908
AWS,20.221,56.516,704.802,81.79599999999999,88.901
AWS,27.639,42.254,677.197,87.58399999999999,81.73
AWS,22.59,47.007,683.881,68.601,98.449
AWS,19.378,64.72,706.992,93.721,87.61099999999999
AWS,36.028999999999996,44.921,681.428,81.526,96.864
AWS,22.301000000000002,50.714,693.7769999999999,77.521,86.452
AWS,23.607,42.748000000000005,675.087,83.158,151.692
AWS,20.833000000000002,45.654,703.194,83.096,81.899
AWS,28.204,46.96,713.7059999999999,153.17700000000002,92.172
AWS,22.461,44.213,682.665,70.336,72.477
AWS,136.03,50.503,703.418,141.093,81.047
AWS,20.264999999999997,42.878,703.123,89.284,93.85300000000001
AWS,21.43,55.735,677.357,89.566,92.53500000000001
AWS,22.022,68.118,687.52,86.98100000000001,85.662
AWS,19.781,42.282000000000004,698.846,88.41300000000001,82.75699999999999
AWS,20.749,49.68,714.221,88.427,538.354
AWS,25.165,48.788,677.501,84.01,98.164
AWS,23.947,46.977,697.156,87.684,172.98
AWS,20.541,44.083999999999996,681.342,85.58,83.475
AWS,29.497,47.437,794.7579999999999,77.409,80.35499999999999
AWS,21.551000000000002,44.81,691.333,108.47800000000001,110.362
AWS,32.11,44.81,696.329,87.482,89.93299999999999
AWS,21.478,56.259,703.142,280.779,80.206
AWS,23.395,48.245999999999995,679.662,98.466,98.84400000000001
AWS,19.33,49.031,721.01,91.264,104.63799999999999
AWS,19.852,45.571,684.6,82.64399999999999,86.786
AWS,18.653,58.823,702.356,78.358,180.461
AWS,30.563,54.15,718.3389999999999,96.32400000000001,79.012
AWS,19.659,70.973,681.486,99.31700000000001,80.01700000000001
AWS,18.578,64.444,701.7370000000001,85.71,88.813
AWS,29.259,49.019,679.196,145.059,89.73299999999999
AWS,19.634999999999998,53.080000000000005,709.02,81.146,78.474
AWS,19.669,42.701,711.527,173.758,82.83
AWS,19.417,67.914,700.261,70.431,93.94
AWS,29.022,53.231,727.6700000000001,147.231,108.574
AWS,23.441,44.231,786.9300000000001,82.413,94.266
AWS,21.58,102.13,688.194,96.141,92.901
AWS,19.446,56.131,660.048,93.389,142.51
AWS,19.455,45.182,713.8449999999999,73.561,78.414
AWS,25.517000000000003,44.32,717.859,96.293,88.436
AWS,20.932,43.149,683.731,74.519,78.43
AWS,20.577,43.36,691.052,93.89599999999999,84.95800000000001
AWS,20.955000000000002,47.237,713.48,116.58300000000001,112.145
AWS,21.089,49.516999999999996,701.287,96.503,88.397
AWS,23.973000000000003,44.088,681.1800000000001,89.973,174.05599999999998
AWS,22.229,43.899,684.523,91.495,142.35500000000002
AWS,19.653,51.038,688.104,87.787,106.22
AWS,19.945999999999998,49.357,692.576,100.573,95.169
AWS,30.678,46.437,710.08,90.044,82.556
AWS,19.942999999999998,51.282000000000004,699.6289999999999,83.16999999999999,117.759
AWS,29.749000000000002,41.284,716.0649999999999,83.39399999999999,82.574
AWS,29.227,53.888,678.508,135.17000000000002,81.917
AWS,47.867,109.21300000000001,684.624,96.984,80.18599999999999
AWS,18.093,66.081,694.629,100.592,93.928
AWS,20.676,79.528,695.661,86.675,92.962
AWS,26.931,47.75,691.1460000000001,95.336,75.533
AWS,20.762,43.757999999999996,677.139,90.284,70.216
AWS,40.675000000000004,43.625,688.604,101.92,82.83699999999999
AWS,28.636000000000003,47.858,711.675,88.897,85.257
AWS,21.316000000000003,52.841,704.8050000000001,85.287,86.596
AWS,19.269000000000002,44.581999999999994,704.6850000000001,77.94500000000001,87.65
AWS,23.171,45.496,690.136,89.84599999999999,86.245
AWS,19.139,42.089,678.99,84.782,83.62899999999999
AWS,18.493,54.533,685.1030000000001,91.661,166.077
AWS,19.404999999999998,46.367,685.634,72.174,113.438
AWS,21.052999999999997,55.012,698.5440000000001,83.54499999999999,81.75200000000001
AWS,26.211000000000002,48.277,675.5360000000001,83.756,89.628
AWS,19.276999999999997,64.122,686.1709999999999,74.934,82.29499999999999
AWS,29.582,42.861000000000004,700.4399999999999,78.75,77.30099999999999
AWS,18.32,42.382999999999996,694.3059999999999,79.258,87.073
AWS,20.656000000000002,46.35,728.636,128.712,121.173
AWS,41.469,50.983000000000004,687.5219999999999,98.81700000000001,94.827
AWS,20.896,65.681,697.221,120.129,87.622
AWS,22.238999999999997,52.242,700.35,83.551,88.794
AWS,20.755,142.529,692.991,84.633,78.423
AWS,18.743,41.833000000000006,716.6329999999999,86.48,76.834
AWS,35.43,41.168000000000006,687.353,80.923,73.506
AWS,34.092999999999996,511.93100000000004,697.744,80.94500000000001,171.72
AWS,25.038999999999998,42.256,784.455,75.362,121.424
AWS,24.604,47.149,691.159,78.984,81.788
AWS,23.897000000000002,47.71,717.423,82.425,110.63499999999999
AWS,23.419999999999998,47.074,682.02,81.334,83.298
AWS,19.406,42.443000000000005,702.3470000000001,82.825,81.251
AWS,20.153000000000002,42.331,700.397,79.10300000000001,83.65499999999999
AWS,19.718,48.580999999999996,713.221,78.641,84.257
AWS,18.363999999999997,46.397,684.767,98.40400000000001,85.91
AWS,17.277,40.68,694.2890000000001,136.525,527.668
AWS,23.633000000000003,45.271,712.211,82.255,115.163
AWS,29.499000000000002,46.912,678.969,75.02499999999999,147.346
AWS,21.872,58.776,693.6980000000001,73.741,84.858
AWS,20.9,45.193,793.601,83.815,103.48599999999999
AWS,25.080000000000002,40.542,685.4670000000001,67.50200000000001,83.274
AWS,20.703,87.215,695.766,99.111,86.487
AWS,32.804,45.964,704.0269999999999,83.099,84.772
AWS,27.458,42.42400000000001,777.663,93.27199999999999,80.854
AWS,20.281,49.065999999999995,687.2470000000001,98.343,84.755
AWS,19.349999999999998,43.131,697.5369999999999,173.493,86.88
AWS,19.536,59.475,696.349,104.592,103.798
AWS,25.55,42.436,701.185,81.254,125.19
AWS,22.503,43.369,693.7149999999999,97.99,92.004
AWS,31.749,51.982,697.3470000000001,91.707,85.11399999999999
AWS,23.028,48.624,688.526,83.67099999999999,93.091
AWS,25.0,56.741,685.284,85.97,108.316
AWS,27.952,58.831,690.9530000000001,81.967,106.656
AWS,20.492,40.818,682.121,72.375,85.237
AWS,20.108999999999998,76.265,725.3960000000001,524.959,63.11
AWS,21.232999999999997,41.581,657.395,85.585,88.834
AWS,35.119,44.158,675.41,85.783,107.774
AWS,18.977999999999998,103.712,716.752,528.371,86.799
AWS,22.071,54.155,683.357,117.435,86.22399999999999
AWS,22.04,51.936,709.863,85.122,84.028
AWS,23.891,49.95,711.6850000000001,93.399,92.206
AWS,29.0,50.717,703.295,80.717,82.06099999999999
AWS,19.942999999999998,87.56400000000001,786.055,91.533,86.16
AWS,19.302,53.336,665.903,78.557,72.522
AWS,22.525,61.845,678.1030000000001,144.194,531.962
AWS,22.591,53.077,705.249,73.39800000000001,82.194
AWS,19.708,49.53,688.286,75.77499999999999,87.958
AWS,21.725,41.624,669.279,87.73599999999999,96.563
AWS,21.733999999999998,60.318,713.538,116.387,81.08
AWS,35.433,52.99100000000001,689.218,84.287,111.60499999999999
AWS,36.054,521.476,691.654,127.95,90.693
AWS,19.828,59.852000000000004,777.265,80.46499999999999,76.41199999999999
AWS,19.139,61.348,679.652,120.417,88.14
AWS,28.91,42.427,713.945,127.15499999999999,85.451
AWS,21.597,44.273,714.4549999999999,104.755,86.01
AWS,26.584,45.854,679.408,81.135,82.76400000000001
AWS,34.607,44.172000000000004,700.612,111.166,78.25999999999999
